        9847
   123783.000000000        24050.0000000000     
   123933.000000000        24216.0000000000     
   123950.000000000        24233.0000000000     
   124016.000000000        24233.0000000000     
   123866.000000000        24250.0000000000     
   123683.000000000        24300.0000000000     
   123900.000000000        24316.0000000000     
   124083.000000000        24316.0000000000     
   123733.000000000        24333.0000000000     
   123983.000000000        24333.0000000000     
   124150.000000000        24333.0000000000     
   124200.000000000        24333.0000000000     
   123733.000000000        24350.0000000000     
   123750.000000000        24350.0000000000     
   124216.000000000        24350.0000000000     
   124233.000000000        24350.0000000000     
   123750.000000000        24383.0000000000     
   124150.000000000        24383.0000000000     
   123833.000000000        24400.0000000000     
   123766.000000000        24416.0000000000     
   124250.000000000        24416.0000000000     
   122983.000000000        24433.0000000000     
   122933.000000000        24450.0000000000     
   124133.000000000        24450.0000000000     
   124183.000000000        24450.0000000000     
   123000.000000000        24466.0000000000     
   124283.000000000        24500.0000000000     
   124316.000000000        24583.0000000000     
   124700.000000000        24666.0000000000     
   125333.000000000        24716.0000000000     
   125283.000000000        24733.0000000000     
   125316.000000000        24733.0000000000     
   125350.000000000        24733.0000000000     
   125400.000000000        24733.0000000000     
   125416.000000000        24733.0000000000     
   125266.000000000        24750.0000000000     
   125283.000000000        24750.0000000000     
   125366.000000000        24766.0000000000     
   125266.000000000        24783.0000000000     
   125300.000000000        24783.0000000000     
   141316.000000000        24783.0000000000     
   141333.000000000        24783.0000000000     
   125166.000000000        24800.0000000000     
   125283.000000000        24800.0000000000     
   141300.000000000        24800.0000000000     
   141316.000000000        24800.0000000000     
   141333.000000000        24800.0000000000     
   125166.000000000        24816.0000000000     
   125300.000000000        24816.0000000000     
   125166.000000000        24833.0000000000     
   125216.000000000        24833.0000000000     
   125300.000000000        24850.0000000000     
   125300.000000000        24866.0000000000     
   125283.000000000        24900.0000000000     
   141283.000000000        25450.0000000000     
   141300.000000000        25450.0000000000     
   131233.000000000        25833.0000000000     
   131250.000000000        25850.0000000000     
   131300.000000000        25933.0000000000     
   131300.000000000        25950.0000000000     
   127666.000000000        26083.0000000000     
   127663.000000000        26092.0000000000     
   127697.000000000        26094.0000000000     
   127703.000000000        26094.0000000000     
   127719.000000000        26094.0000000000     
   127685.000000000        26095.0000000000     
   127686.000000000        26095.0000000000     
   127666.000000000        26100.0000000000     
   127700.000000000        26100.0000000000     
   127667.000000000        26105.0000000000     
   127691.000000000        26105.0000000000     
   127665.000000000        26107.0000000000     
   127728.000000000        26113.0000000000     
   127676.000000000        26116.0000000000     
   127674.000000000        26116.0000000000     
   127733.000000000        26116.0000000000     
   127783.000000000        26116.0000000000     
   127696.000000000        26118.0000000000     
   127682.000000000        26121.0000000000     
   127744.000000000        26123.0000000000     
   127692.000000000        26129.0000000000     
   127671.000000000        26130.0000000000     
   127678.000000000        26130.0000000000     
   127772.000000000        26130.0000000000     
   127666.000000000        26133.0000000000     
   127750.000000000        26133.0000000000     
   127766.000000000        26133.0000000000     
   127783.000000000        26133.0000000000     
   127726.000000000        26133.0000000000     
   127768.000000000        26133.0000000000     
   127697.000000000        26136.0000000000     
   127783.000000000        26137.0000000000     
   127715.000000000        26138.0000000000     
   127777.000000000        26139.0000000000     
   127765.000000000        26142.0000000000     
   127792.000000000        26142.0000000000     
   127686.000000000        26143.0000000000     
   127747.000000000        26145.0000000000     
   127765.000000000        26145.0000000000     
   127732.000000000        26148.0000000000     
   127700.000000000        26150.0000000000     
   127750.000000000        26150.0000000000     
   127708.000000000        26150.0000000000     
   127794.000000000        26150.0000000000     
   127720.000000000        26151.0000000000     
   127802.000000000        26151.0000000000     
   127760.000000000        26153.0000000000     
   127754.000000000        26154.0000000000     
   127775.000000000        26154.0000000000     
   127804.000000000        26155.0000000000     
   127886.000000000        26157.0000000000     
   127676.000000000        26159.0000000000     
   127721.000000000        26160.0000000000     
   127814.000000000        26160.0000000000     
   127735.000000000        26160.0000000000     
   127692.000000000        26163.0000000000     
   127650.000000000        26166.0000000000     
   127666.000000000        26166.0000000000     
   127683.000000000        26166.0000000000     
   127716.000000000        26166.0000000000     
   127750.000000000        26166.0000000000     
   127783.000000000        26166.0000000000     
   127800.000000000        26166.0000000000     
   127788.000000000        26167.0000000000     
   127800.000000000        26168.0000000000     
   127718.000000000        26169.0000000000     
   127820.000000000        26170.0000000000     
   127772.000000000        26171.0000000000     
   127344.000000000        26173.0000000000     
   127765.000000000        26173.0000000000     
   127680.000000000        26173.0000000000     
   127730.000000000        26173.0000000000     
   127713.000000000        26173.0000000000     
   127792.000000000        26175.0000000000     
   127801.000000000        26176.0000000000     
   127695.000000000        26178.0000000000     
